stop_id,direction_id,route_id,stop_sequence,stop_name,stop_lat,stop_lon,precinct,ADA,ADA Notes
399,1,1,14,125 St,40.815581,-73.958372,26.0,0,
400,0,A,49,125 St,40.811109,-73.952343,26.0,1,
401,0,B,25,125 St,40.811109,-73.952343,26.0,1,
402,0,C,35,125 St,40.811109,-73.952343,26.0,1,
403,0,D,29,125 St,40.811109,-73.952343,26.0,1,
404,1,A,11,125 St,40.811109,-73.952343,26.0,1,
405,1,B,13,125 St,40.811109,-73.952343,26.0,1,
406,1,C,6,125 St,40.811109,-73.952343,26.0,1,
407,1,D,13,125 St,40.811109,-73.952343,26.0,1,
408,0,A,50,135 St,40.817894,-73.947649,26.0,0,
409,0,B,26,135 St,40.817894,-73.947649,26.0,0,
410,0,C,36,135 St,40.817894,-73.947649,26.0,0,
411,1,A,10,135 St,40.817894,-73.947649,26.0,0,
412,1,B,12,135 St,40.817894,-73.947649,26.0,0,
413,1,C,5,135 St,40.817894,-73.947649,26.0,0,
414,0,1,26,137 St-City College,40.822008,-73.953676,30.0,0,
415,1,1,13,137 St-City College,40.822008,-73.953676,30.0,0,
416,0,1,27,145 St,40.826551,-73.95036,30.0,0,
417,1,1,12,145 St,40.826551,-73.95036,30.0,0,
418,0,A,51,145 St,40.824783,-73.944216,30.0,0,
419,0,C,37,145 St,40.824783,-73.944216,30.0,0,
420,1,A,9,145 St,40.824783,-73.944216,30.0,0,
421,1,C,4,145 St,40.824783,-73.944216,30.0,0,
422,0,A,52,155 St,40.830518,-73.941514,30.0,0,
423,0,C,38,155 St,40.830518,-73.941514,30.0,0,
424,1,A,8,155 St,40.830518,-73.941514,30.0,0,
425,1,C,3,155 St,40.830518,-73.941514,30.0,0,
426,0,B,27,145 St,40.824783,-73.944216,30.0,0,
427,0,D,30,145 St,40.824783,-73.944216,30.0,0,
428,1,B,11,145 St,40.824783,-73.944216,30.0,0,
429,1,D,12,145 St,40.824783,-73.944216,30.0,0,
430,0,1,28,157 St,40.834041,-73.94489,33.0,0,
431,1,1,11,157 St,40.834041,-73.94489,33.0,0,
432,0,1,29,168 St-Washington Hts,40.840556,-73.940133,33.0,0,
433,1,1,10,168 St-Washington Hts,40.840556,-73.940133,33.0,0,
434,0,A,53,163 St-Amsterdam Av,40.836013,-73.939892,33.0,0,
435,0,C,39,163 St-Amsterdam Av,40.836013,-73.939892,33.0,0,
436,1,A,7,163 St-Amsterdam Av,40.836013,-73.939892,33.0,0,
437,1,C,2,163 St-Amsterdam Av,40.836013,-73.939892,33.0,0,
438,0,A,54,168 St,40.840719,-73.939561,33.0,1,
439,0,C,40,168 St,40.840719,-73.939561,33.0,1,
440,1,A,6,168 St,40.840719,-73.939561,33.0,1,
441,1,C,1,168 St,40.840719,-73.939561,33.0,1,
442,0,A,55,175 St,40.847391,-73.939704,33.0,1,
443,1,A,5,175 St,40.847391,-73.939704,33.0,1,
444,0,1,30,181 St,40.849505,-73.933596,34.0,0,
445,1,1,9,181 St,40.849505,-73.933596,34.0,0,
446,0,1,31,191 St,40.855225,-73.929412,34.0,0,
447,1,1,8,191 St,40.855225,-73.929412,34.0,0,
448,0,1,32,Dyckman St,40.860531,-73.925536,34.0,2,Downtown only
449,1,1,7,Dyckman St,40.860531,-73.925536,34.0,2,Downtown only
450,0,1,33,207 St,40.864621,-73.918822,34.0,0,
451,1,1,6,207 St,40.864621,-73.918822,34.0,0,
452,0,1,34,215 St,40.869444,-73.915279,34.0,0,
453,1,1,5,215 St,40.869444,-73.915279,34.0,0,
454,0,A,56,181 St,40.851695,-73.937969,34.0,0,
455,1,A,4,181 St,40.851695,-73.937969,34.0,0,
456,0,A,57,190 St,40.859022,-73.93418,34.0,0,
457,1,A,3,190 St,40.859022,-73.93418,34.0,0,
458,0,A,58,Dyckman St,40.865491,-73.927271,34.0,0,
459,1,A,2,Dyckman St,40.865491,-73.927271,34.0,0,
460,0,A,59,Inwood-207 St,40.868072,-73.919899,34.0,1,
461,1,A,1,Inwood-207 St,40.868072,-73.919899,34.0,1,
462,0,2,38,Central Park North (110 St),40.799075,-73.951822,28.0,0,
463,0,3,29,Central Park North (110 St),40.799075,-73.951822,28.0,0,
464,1,2,24,Central Park North (110 St),40.799075,-73.951822,28.0,0,
465,1,3,6,Central Park North (110 St),40.799075,-73.951822,28.0,0,
466,0,2,39,116 St,40.802098,-73.949625,28.0,0,
467,0,3,30,116 St,40.802098,-73.949625,28.0,0,
468,1,2,23,116 St,40.802098,-73.949625,28.0,0,
469,1,3,5,116 St,40.802098,-73.949625,28.0,0,
470,0,2,40,125 St,40.807754,-73.945495,28.0,0,
471,0,3,31,125 St,40.807754,-73.945495,28.0,0,
472,1,2,22,125 St,40.807754,-73.945495,28.0,0,
473,1,3,4,125 St,40.807754,-73.945495,28.0,0,
474,0,A,47,Cathedral Pkwy (110 St),40.800603,-73.958161,28.0,0,
475,0,B,23,Cathedral Pkwy (110 St),40.800603,-73.958161,28.0,0,
476,0,C,33,Cathedral Pkwy (110 St),40.800603,-73.958161,28.0,0,
477,1,A,13,Cathedral Pkwy (110 St),40.800603,-73.958161,28.0,0,
478,1,B,15,Cathedral Pkwy (110 St),40.800603,-73.958161,28.0,0,
479,1,C,8,Cathedral Pkwy (110 St),40.800603,-73.958161,28.0,0,
480,0,A,48,116 St,40.805085,-73.954882,28.0,0,
481,0,B,24,116 St,40.805085,-73.954882,28.0,0,
482,0,C,34,116 St,40.805085,-73.954882,28.0,0,
483,1,A,12,116 St,40.805085,-73.954882,28.0,0,
484,1,B,14,116 St,40.805085,-73.954882,28.0,0,
485,1,C,7,116 St,40.805085,-73.954882,28.0,0,
486,0,2,41,135 St,40.814229,-73.94077,32.0,1,
487,0,3,32,135 St,40.814229,-73.94077,32.0,1,
488,1,2,21,135 St,40.814229,-73.94077,32.0,1,
489,1,3,3,135 St,40.814229,-73.94077,32.0,1,
490,0,3,33,145 St,40.820421,-73.936245,32.0,0,
491,1,3,2,145 St,40.820421,-73.936245,32.0,0,
492,0,3,34,Harlem-148 St,40.82388,-73.93647,32.0,0,
493,1,3,1,Harlem-148 St,40.82388,-73.93647,32.0,0,
494,0,B,28,155 St,40.830135,-73.938209,32.0,0,
495,0,D,31,155 St,40.830135,-73.938209,32.0,0,
496,1,B,10,155 St,40.830135,-73.938209,32.0,0,
497,1,D,11,155 St,40.830135,-73.938209,32.0,0,
498,0,4,22,Canal St,40.718803,-74.000193,5.0,1,
499,0,6,2,Canal St,40.718803,-74.000193,5.0,1,
500,0,6X,2,Canal St,40.718803,-74.000193,5.0,1,
501,1,4,33,Canal St,40.718803,-74.000193,5.0,1,
502,1,6,37,Canal St,40.718803,-74.000193,5.0,1,
503,1,6X,32,Canal St,40.718803,-74.000193,5.0,1,
504,0,4,23,Spring St,40.722301,-73.997141,5.0,0,
505,0,6,3,Spring St,40.722301,-73.997141,5.0,0,
506,0,6X,3,Spring St,40.722301,-73.997141,5.0,0,
507,1,4,32,Spring St,40.722301,-73.997141,5.0,0,
508,1,6,36,Spring St,40.722301,-73.997141,5.0,0,
509,1,6X,31,Spring St,40.722301,-73.997141,5.0,0,
510,0,B,10,Grand St,40.718267,-73.993753,5.0,0,
511,0,D,21,Grand St,40.718267,-73.993753,5.0,0,
512,1,B,28,Grand St,40.718267,-73.993753,5.0,0,
513,1,D,21,Grand St,40.718267,-73.993753,5.0,0,
514,0,J,3,Chambers St,40.713243,-74.003401,5.0,1,
515,0,Z,3,Chambers St,40.713243,-74.003401,5.0,1,
516,1,J,28,Chambers St,40.713243,-74.003401,5.0,1,
517,1,Z,19,Chambers St,40.713243,-74.003401,5.0,1,
518,0,J,4,Canal St,40.718092,-73.999892,5.0,0,
519,0,Z,4,Canal St,40.718092,-73.999892,5.0,0,
520,1,J,27,Canal St,40.718092,-73.999892,5.0,0,
521,1,Z,18,Canal St,40.718092,-73.999892,5.0,0,
522,0,J,5,Bowery,40.72028,-73.993915,5.0,0,
523,0,Z,5,Bowery,40.72028,-73.993915,5.0,0,
524,1,J,26,Bowery,40.72028,-73.993915,5.0,0,
525,1,Z,17,Bowery,40.72028,-73.993915,5.0,0,
526,0,N,28,Prince St,40.724329,-73.997702,5.0,0,
527,0,W,27,Prince St,40.724329,-73.997702,5.0,0,
528,0,Q,22,Prince St,40.724329,-73.997702,5.0,0,
529,0,R,22,Prince St,40.724329,-73.997702,5.0,0,
530,1,N,18,Prince St,40.724329,-73.997702,5.0,0,
531,1,W,18,Prince St,40.724329,-73.997702,5.0,0,
532,1,Q,13,Prince St,40.724329,-73.997702,5.0,0,
533,1,R,24,Prince St,40.724329,-73.997702,5.0,0,
534,0,Q,21,Canal St,40.718383,-74.00046,5.0,0,
535,1,Q,14,Canal St,40.718383,-74.00046,5.0,0,
536,0,4,24,Bleecker St,40.725915,-73.994659,9.0,1,
537,0,6,4,Bleecker St,40.725915,-73.994659,9.0,1,
538,0,6X,4,Bleecker St,40.725915,-73.994659,9.0,1,
539,1,4,31,Bleecker St,40.725915,-73.994659,9.0,1,
540,1,6,35,Bleecker St,40.725915,-73.994659,9.0,1,
541,1,6X,30,Bleecker St,40.725915,-73.994659,9.0,1,
542,0,4,25,Astor Pl,40.730054,-73.99107,9.0,0,
543,0,6,5,Astor Pl,40.730054,-73.99107,9.0,0,
544,0,6X,5,Astor Pl,40.730054,-73.99107,9.0,0,
545,1,4,30,Astor Pl,40.730054,-73.99107,9.0,0,
546,1,6,34,Astor Pl,40.730054,-73.99107,9.0,0,
547,1,6X,29,Astor Pl,40.730054,-73.99107,9.0,0,
548,0,B,11,Broadway-Lafayette St,40.725297,-73.996204,9.0,1,
549,0,D,22,Broadway-Lafayette St,40.725297,-73.996204,9.0,1,
550,0,F,26,Broadway-Lafayette St,40.725297,-73.996204,9.0,1,
551,0,FX,20,Broadway-Lafayette St,40.725297,-73.996204,9.0,1,
552,0,M,14,Broadway-Lafayette St,40.725297,-73.996204,9.0,1,
553,1,B,27,Broadway-Lafayette St,40.725297,-73.996204,9.0,1,
554,1,D,20,Broadway-Lafayette St,40.725297,-73.996204,9.0,1,
555,1,F,20,Broadway-Lafayette St,40.725297,-73.996204,9.0,1,
556,1,FX,20,Broadway-Lafayette St,40.725297,-73.996204,9.0,1,
557,1,M,23,Broadway-Lafayette St,40.725297,-73.996204,9.0,1,
558,0,F,25,2 Av,40.723402,-73.989938,9.0,0,
559,0,FX,19,2 Av,40.723402,-73.989938,9.0,0,
560,1,F,21,2 Av,40.723402,-73.989938,9.0,0,
561,1,FX,21,2 Av,40.723402,-73.989938,9.0,0,
562,0,L,20,1 Av,40.730953,-73.981628,9.0,1,
563,1,L,5,1 Av,40.730953,-73.981628,9.0,1,
564,0,L,22,14 St-Union Sq,40.734789,-73.99073,9.0,1,
565,1,L,3,14 St-Union Sq,40.734789,-73.99073,9.0,1,
566,0,N,29,8 St-NYU,40.730328,-73.992629,9.0,0,
567,0,W,28,8 St-NYU,40.730328,-73.992629,9.0,0,
568,0,Q,23,8 St-NYU,40.730328,-73.992629,9.0,0,
569,0,R,23,8 St-NYU,40.730328,-73.992629,9.0,0,
570,1,N,17,8 St-NYU,40.730328,-73.992629,9.0,0,
571,1,W,17,8 St-NYU,40.730328,-73.992629,9.0,0,
572,1,Q,12,8 St-NYU,40.730328,-73.992629,9.0,0,
573,1,R,23,8 St-NYU,40.730328,-73.992629,9.0,0,
574,0,4,32,59 St,40.762526,-73.967967,19.0,0,
575,0,5,21,59 St,40.762526,-73.967967,19.0,0,
576,0,6,12,59 St,40.762526,-73.967967,19.0,0,
577,0,6X,12,59 St,40.762526,-73.967967,19.0,0,
578,1,4,23,59 St,40.762526,-73.967967,19.0,0,
579,1,5,19,59 St,40.762526,-73.967967,19.0,0,
580,1,6,27,59 St,40.762526,-73.967967,19.0,0,
581,1,6X,22,59 St,40.762526,-73.967967,19.0,0,
582,0,4,33,68 St-Hunter College,40.768141,-73.96387,19.0,0,
583,0,6,13,68 St-Hunter College,40.768141,-73.96387,19.0,0,
584,0,6X,13,68 St-Hunter College,40.768141,-73.96387,19.0,0,
585,1,4,22,68 St-Hunter College,40.768141,-73.96387,19.0,0,
586,1,6,26,68 St-Hunter College,40.768141,-73.96387,19.0,0,
587,1,6X,21,68 St-Hunter College,40.768141,-73.96387,19.0,0,
588,0,4,34,77 St,40.77362,-73.959874,19.0,0,
589,0,6,14,77 St,40.77362,-73.959874,19.0,0,
590,0,6X,14,77 St,40.77362,-73.959874,19.0,0,
591,1,4,21,77 St,40.77362,-73.959874,19.0,0,
592,1,6,25,77 St,40.77362,-73.959874,19.0,0,
593,1,6X,20,77 St,40.77362,-73.959874,19.0,0,
594,0,4,35,86 St,40.779492,-73.955589,19.0,2,Uptown 6 only
595,0,5,22,86 St,40.779492,-73.955589,19.0,2,Uptown 6 only
596,0,6,15,86 St,40.779492,-73.955589,19.0,2,Uptown 6 only
597,0,6X,15,86 St,40.779492,-73.955589,19.0,2,Uptown 6 only
598,1,4,20,86 St,40.779492,-73.955589,19.0,2,Uptown 6 only
599,1,5,18,86 St,40.779492,-73.955589,19.0,2,Uptown 6 only
600,1,6,24,86 St,40.779492,-73.955589,19.0,2,Uptown 6 only
601,1,6X,19,86 St,40.779492,-73.955589,19.0,2,Uptown 6 only
602,0,4,36,96 St,40.785672,-73.95107,19.0,0,
603,0,6,16,96 St,40.785672,-73.95107,19.0,0,
604,0,6X,16,96 St,40.785672,-73.95107,19.0,0,
605,1,4,19,96 St,40.785672,-73.95107,19.0,0,
606,1,6,23,96 St,40.785672,-73.95107,19.0,0,
607,1,6X,18,96 St,40.785672,-73.95107,19.0,0,
608,0,F,34,Lexington Av/63 St,40.764629,-73.966113,19.0,1,
609,0,FX,28,Lexington Av/63 St,40.764629,-73.966113,19.0,1,
610,0,Q,31,Lexington Av/63 St,40.764629,-73.966113,19.0,1,
611,1,F,12,Lexington Av/63 St,40.764629,-73.966113,19.0,1,
612,1,FX,12,Lexington Av/63 St,40.764629,-73.966113,19.0,1,
613,1,Q,4,Lexington Av/63 St,40.764629,-73.966113,19.0,1,
614,0,N,38,Lexington Av/59 St,40.76266,-73.967258,19.0,0,
615,0,W,37,Lexington Av/59 St,40.76266,-73.967258,19.0,0,
616,0,R,32,Lexington Av/59 St,40.76266,-73.967258,19.0,0,
617,1,N,8,Lexington Av/59 St,40.76266,-73.967258,19.0,0,
618,1,W,8,Lexington Av/59 St,40.76266,-73.967258,19.0,0,
619,1,R,14,Lexington Av/59 St,40.76266,-73.967258,19.0,0,
620,0,Q,32,72 St,40.768799,-73.958424,19.0,1,
621,1,Q,3,72 St,40.768799,-73.958424,19.0,1,
622,0,Q,33,86 St,40.777891,-73.951787,19.0,1,
623,1,Q,2,86 St,40.777891,-73.951787,19.0,1,
624,0,4,37,103 St,40.7906,-73.947478,23.0,0,
625,0,6,17,103 St,40.7906,-73.947478,23.0,0,
626,0,6X,17,103 St,40.7906,-73.947478,23.0,0,
627,1,4,18,103 St,40.7906,-73.947478,23.0,0,
628,1,6,22,103 St,40.7906,-73.947478,23.0,0,
629,1,6X,17,103 St,40.7906,-73.947478,23.0,0,
630,0,4,38,110 St,40.79502,-73.94425,23.0,0,
631,0,6,18,110 St,40.79502,-73.94425,23.0,0,
632,0,6X,18,110 St,40.79502,-73.94425,23.0,0,
633,1,4,17,110 St,40.79502,-73.94425,23.0,0,
634,1,6,21,110 St,40.79502,-73.94425,23.0,0,
635,1,6X,16,110 St,40.79502,-73.94425,23.0,0,
636,0,Q,34,96 St,40.784318,-73.947152,23.0,1,
637,1,Q,1,96 St,40.784318,-73.947152,23.0,1,
638,0,4,39,116 St,40.798629,-73.941617,25.0,0,
639,0,6,19,116 St,40.798629,-73.941617,25.0,0,
640,0,6X,19,116 St,40.798629,-73.941617,25.0,0,
641,1,4,16,116 St,40.798629,-73.941617,25.0,0,
642,1,6,20,116 St,40.798629,-73.941617,25.0,0,
643,1,6X,15,116 St,40.798629,-73.941617,25.0,0,
644,0,4,40,125 St,40.804138,-73.937594,25.0,1,
645,0,5,23,125 St,40.804138,-73.937594,25.0,1,
646,0,6,20,125 St,40.804138,-73.937594,25.0,1,
647,0,6X,20,125 St,40.804138,-73.937594,25.0,1,
648,1,4,15,125 St,40.804138,-73.937594,25.0,1,
649,1,5,17,125 St,40.804138,-73.937594,25.0,1,
650,1,6,19,125 St,40.804138,-73.937594,25.0,1,
651,1,6X,14,125 St,40.804138,-73.937594,25.0,1,
652,0,7,1,34 St-Hudson Yards,40.755882,-74.00191,10.0,1,
653,0,7X,1,34 St-Hudson Yards,40.755882,-74.00191,10.0,1,
654,1,7,22,34 St-Hudson Yards,40.755882,-74.00191,10.0,1,
655,1,7X,12,34 St-Hudson Yards,40.755882,-74.00191,10.0,1,
656,0,A,36,14 St,40.740893,-74.00169,10.0,1,
657,0,C,22,14 St,40.740893,-74.00169,10.0,1,
658,0,E,5,14 St,40.740893,-74.00169,10.0,1,
659,1,A,24,14 St,40.740893,-74.00169,10.0,1,
660,1,C,19,14 St,40.740893,-74.00169,10.0,1,
661,1,E,28,14 St,40.740893,-74.00169,10.0,1,
662,0,A,37,23 St,40.745906,-73.998041,10.0,0,
663,0,C,23,23 St,40.745906,-73.998041,10.0,0,
664,0,E,6,23 St,40.745906,-73.998041,10.0,0,
665,1,A,23,23 St,40.745906,-73.998041,10.0,0,
666,1,C,18,23 St,40.745906,-73.998041,10.0,0,
667,1,E,27,23 St,40.745906,-73.998041,10.0,0,
668,0,L,24,8 Av,40.739777,-74.002578,10.0,1,
669,1,L,1,8 Av,40.739777,-74.002578,10.0,1,
670,0,7,4,Grand Central-42 St,40.751431,-73.976041,17.0,1,
671,0,7X,4,Grand Central-42 St,40.751431,-73.976041,17.0,1,
672,1,7,19,Grand Central-42 St,40.751431,-73.976041,17.0,1,
673,1,7X,9,Grand Central-42 St,40.751431,-73.976041,17.0,1,
674,0,E,12,Lexington Av/53 St,40.757552,-73.969055,17.0,1,
675,0,M,22,Lexington Av/53 St,40.757552,-73.969055,17.0,1,
676,1,E,21,Lexington Av/53 St,40.757552,-73.969055,17.0,1,
677,1,M,15,Lexington Av/53 St,40.757552,-73.969055,17.0,1,
678,0,A,42,72 St,40.775594,-73.97641,22.0,0,
679,0,B,18,72 St,40.775594,-73.97641,22.0,0,
680,0,C,28,72 St,40.775594,-73.97641,22.0,0,
681,1,A,18,72 St,40.775594,-73.97641,22.0,0,
682,1,B,20,72 St,40.775594,-73.97641,22.0,0,
683,1,C,13,72 St,40.775594,-73.97641,22.0,0,
684,0,A,43,81 St-Museum of Natural History,40.781433,-73.972143,22.0,0,
685,0,B,19,81 St-Museum of Natural History,40.781433,-73.972143,22.0,0,
686,0,C,29,81 St-Museum of Natural History,40.781433,-73.972143,22.0,0,
687,1,A,17,81 St-Museum of Natural History,40.781433,-73.972143,22.0,0,
688,1,B,19,81 St-Museum of Natural History,40.781433,-73.972143,22.0,0,
689,1,C,12,81 St-Museum of Natural History,40.781433,-73.972143,22.0,0,
690,0,A,44,86 St,40.785868,-73.968916,22.0,0,
691,0,B,20,86 St,40.785868,-73.968916,22.0,0,
692,0,C,30,86 St,40.785868,-73.968916,22.0,0,
693,1,A,16,86 St,40.785868,-73.968916,22.0,0,
694,1,B,18,86 St,40.785868,-73.968916,22.0,0,
695,1,C,11,86 St,40.785868,-73.968916,22.0,0,
696,0,A,45,96 St,40.791642,-73.964696,22.0,0,
697,0,B,21,96 St,40.791642,-73.964696,22.0,0,
698,0,C,31,96 St,40.791642,-73.964696,22.0,0,
699,1,A,15,96 St,40.791642,-73.964696,22.0,0,
700,1,B,17,96 St,40.791642,-73.964696,22.0,0,
701,1,C,10,96 St,40.791642,-73.964696,22.0,0,
702,0,A,46,103 St,40.796092,-73.961454,22.0,0,
703,0,B,22,103 St,40.796092,-73.961454,22.0,0,
704,0,C,32,103 St,40.796092,-73.961454,22.0,0,
705,1,A,14,103 St,40.796092,-73.961454,22.0,0,
706,1,B,16,103 St,40.796092,-73.961454,22.0,0,
707,1,C,9,103 St,40.796092,-73.961454,22.0,0,
708,0,N,37,5 Av/59 St,40.764811,-73.973347,22.0,0,
709,0,W,36,5 Av/59 St,40.764811,-73.973347,22.0,0,
710,0,R,31,5 Av/59 St,40.764811,-73.973347,22.0,0,
711,1,N,9,5 Av/59 St,40.764811,-73.973347,22.0,0,
712,1,W,9,5 Av/59 St,40.764811,-73.973347,22.0,0,
713,1,R,15,5 Av/59 St,40.764811,-73.973347,22.0,0,
714,0,F,23,East Broadway,40.713715,-73.990173,7.0,0,
715,0,FX,17,East Broadway,40.713715,-73.990173,7.0,0,
716,1,F,23,East Broadway,40.713715,-73.990173,7.0,0,
717,1,FX,23,East Broadway,40.713715,-73.990173,7.0,0,
718,0,F,24,Delancey St-Essex St,40.718611,-73.988114,7.0,0,
719,0,FX,18,Delancey St-Essex St,40.718611,-73.988114,7.0,0,
720,1,F,22,Delancey St-Essex St,40.718611,-73.988114,7.0,0,
721,1,FX,22,Delancey St-Essex St,40.718611,-73.988114,7.0,0,
722,0,J,6,Delancey St-Essex St,40.718315,-73.987437,7.0,0,
723,0,Z,6,Delancey St-Essex St,40.718315,-73.987437,7.0,0,
724,0,M,13,Delancey St-Essex St,40.718315,-73.987437,7.0,0,
725,1,J,25,Delancey St-Essex St,40.718315,-73.987437,7.0,0,
726,1,Z,16,Delancey St-Essex St,40.718315,-73.987437,7.0,0,
727,1,M,24,Delancey St-Essex St,40.718315,-73.987437,7.0,0,
728,0,F,35,Roosevelt Island,40.759145,-73.95326,114.0,1,
729,0,FX,29,Roosevelt Island,40.759145,-73.95326,114.0,1,
730,1,F,11,Roosevelt Island,40.759145,-73.95326,114.0,1,
731,1,FX,11,Roosevelt Island,40.759145,-73.95326,114.0,1,
